trade_id,account,symbol,side,quantity,price,currency,ts
1082,FUND_C,NVDA,BUY,1000,117.801,USD,2026-06-08T12:23:00
1083,FUND_C,SAP.DE,SELL,250,180.9976,EUR,2026-06-08T11:47:00
1084,FUND_A,HSBA.L,SELL,200,6.9088,GBP,2026-06-08T09:33:00
1085,FUND_C,BARC.L,BUY,500,2.1476,GBP,2026-06-08T12:07:00
1086,FUND_A,TM,SELL,250,2819.4132,JPY,2026-06-08T12:55:00
1087,FUND_B,BARC.L,BUY,500,2.1171,GBP,2026-06-08T16:13:00
1088,FUND_A,MSFT,BUY,1000,420.5712,USD,2026-06-08T14:06:00
1089,FUND_C,JPM,SELL,500,185.6693,USD,2026-06-09T13:18:00
1090,FUND_C,NVDA,SELL,250,120.2814,USD,2026-06-09T14:16:00
1091,FUND_B,MSFT,BUY,200,414.6143,USD,2026-06-09T09:35:00
1092,FUND_C,JPM,BUY,200,197.4471,USD,2026-06-09T14:28:00
1093,FUND_C,TM,BUY,100,2975.1708,JPY,2026-06-09T14:50:00
1094,FUND_A,HSBA.L,SELL,100,6.7377,GBP,2026-06-09T11:23:00
1095,FUND_B,MSFT,SELL,1000,426.411,USD,2026-06-09T15:48:00
1096,FUND_B,MSFT,SELL,100,430.3411,USD,2026-06-09T12:17:00
1097,FUND_B,NVDA,SELL,200,122.2026,USD,2026-06-09T10:21:00
1098,FUND_A,HSBA.L,SELL,200,6.4745,GBP,2026-06-09T14:46:00
1099,FUND_B,BARC.L,BUY,100,2.1056,GBP,2026-06-09T09:08:00
1100,FUND_C,NVDA,SELL,500,116.2866,USD,2026-06-09T12:22:00
1101,FUND_A,SAP.DE,BUY,100,168.465,EUR,2026-06-10T12:15:00
1102,FUND_B,SAP.DE,BUY,200,180.7476,EUR,2026-06-10T14:12:00
1103,FUND_C,AAPL,BUY,500,181.9984,USD,2026-06-10T11:13:00
1104,FUND_C,MSFT,BUY,100,423.0239,USD,2026-06-10T09:55:00
1105,FUND_A,TM,SELL,1000,3011.1036,JPY,2026-06-10T11:36:00
1106,FUND_B,JPM,SELL,500,204.0983,USD,2026-06-10T13:48:00
1107,FUND_C,AAPL,BUY,1000,180.9611,USD,2026-06-10T11:20:00
1108,FUND_B,SAP.DE,BUY,200,177.499,EUR,2026-06-10T16:45:00
1109,FUND_B,JPM,BUY,500,189.0156,USD,2026-06-10T14:17:00
1110,FUND_B,AAPL,BUY,500,199.058,USD,2026-06-10T09:10:00
1111,FUND_C,MSFT,SELL,1000,428.0321,USD,2026-06-10T10:50:00
1112,FUND_A,TM,BUY,250,2828.9639,JPY,2026-06-10T14:28:00
1113,FUND_A,MSFT,BUY,250,411.9534,USD,2026-06-10T13:23:00
1114,FUND_C,NVDA,BUY,1000,116.8016,USD,2026-06-10T14:51:00
1115,FUND_A,HSBA.L,SELL,200,6.9504,GBP,2026-06-10T12:48:00
1116,FUND_C,JPM,BUY,500,187.6296,USD,2026-06-10T11:25:00
1117,FUND_C,BARC.L,BUY,200,2.1977,GBP,2026-06-10T16:23:00
1118,FUND_C,BARC.L,SELL,1000,2.1484,GBP,2026-06-10T13:36:00
1119,FUND_C,SAP.DE,BUY,500,168.7591,EUR,2026-06-10T13:33:00
1120,FUND_C,SAP.DE,SELL,500,178.6657,EUR,2026-06-10T16:55:00
1121,FUND_B,BARC.L,BUY,250,2.1093,GBP,2026-06-11T13:28:00
1122,FUND_B,MSFT,BUY,1000,392.4394,USD,2026-06-11T10:37:00
1123,FUND_C,HSBA.L,BUY,100,7.0223,GBP,2026-06-11T13:30:00
1124,FUND_B,JPM,BUY,100,193.9219,USD,2026-06-11T09:23:00
1125,FUND_A,HSBA.L,SELL,250,6.5712,GBP,2026-06-11T15:29:00
1126,FUND_A,AAPL,SELL,100,180.7237,USD,2026-06-11T13:03:00
1127,FUND_B,HSBA.L,BUY,200,6.8745,GBP,2026-06-11T12:15:00
1128,FUND_A,JPM,BUY,250,189.2935,USD,2026-06-11T10:47:00
1129,FUND_B,JPM,SELL,500,193.6718,USD,2026-06-11T14:07:00
1130,FUND_A,HSBA.L,BUY,1000,7.011,GBP,2026-06-11T14:11:00
1131,FUND_C,NVDA,BUY,100,117.227,USD,2026-06-11T16:24:00
1132,FUND_C,SAP.DE,BUY,250,170.4907,EUR,2026-06-11T12:06:00
1133,FUND_C,AAPL,SELL,250,187.0482,USD,2026-06-11T09:05:00
1134,FUND_A,BARC.L,BUY,1000,2.2027,GBP,2026-06-11T13:04:00
1135,FUND_C,JPM,SELL,200,193.0193,USD,2026-06-11T15:18:00
1136,FUND_A,AAPL,SELL,250,195.5551,USD,2026-06-11T14:45:00
1137,FUND_B,TM,SELL,100,2876.639,JPY,2026-06-11T14:26:00
1138,FUND_B,TM,BUY,500,2937.6939,JPY,2026-06-11T15:26:00
1139,FUND_C,JPM,BUY,250,195.1994,USD,2026-06-12T15:41:00
1140,FUND_A,JPM,SELL,200,190.3346,USD,2026-06-12T15:42:00
1141,FUND_A,MSFT,SELL,100,424.4314,USD,2026-06-12T09:31:00
1142,FUND_C,SAP.DE,BUY,500,176.8566,EUR,2026-06-12T11:01:00
1143,FUND_B,SAP.DE,BUY,100,167.0367,EUR,2026-06-12T11:18:00
1144,FUND_A,SAP.DE,BUY,500,181.2289,EUR,2026-06-12T10:48:00
1145,FUND_C,NVDA,SELL,500,123.9779,USD,2026-06-12T13:00:00
1146,FUND_A,BARC.L,SELL,200,2.1694,GBP,2026-06-12T09:45:00
1147,FUND_A,TM,BUY,200,2946.5436,JPY,2026-06-12T16:56:00
1148,FUND_C,MSFT,SELL,500,395.3635,USD,2026-06-12T13:06:00
1149,FUND_C,TM,SELL,500,2874.272,JPY,2026-06-12T10:07:00
1150,FUND_B,MSFT,SELL,100,394.2355,USD,2026-06-12T12:36:00
1151,FUND_B,NVDA,SELL,500,121.7987,USD,2026-06-12T14:14:00
1152,FUND_A,AAPL,BUY,100,184.2333,USD,2026-06-12T09:14:00
1153,FUND_B,BARC.L,BUY,500,2.1599,GBP,2026-06-15T11:14:00
1154,FUND_B,MSFT,BUY,250,401.7593,USD,2026-06-15T10:19:00
1155,FUND_C,TM,BUY,100,2828.1907,JPY,2026-06-15T13:04:00
1156,FUND_B,AAPL,BUY,500,189.7681,USD,2026-06-15T10:52:00
1157,FUND_B,BARC.L,BUY,250,2.1077,GBP,2026-06-15T13:54:00
1158,FUND_C,SAP.DE,SELL,100,166.5524,EUR,2026-06-15T12:57:00
1159,FUND_B,MSFT,BUY,250,428.9873,USD,2026-06-15T14:57:00
1160,FUND_C,NVDA,SELL,500,118.1753,USD,2026-06-15T12:22:00
1161,FUND_B,MSFT,BUY,250,425.6277,USD,2026-06-15T10:38:00
1162,FUND_C,NVDA,BUY,500,116.4135,USD,2026-06-15T14:05:00
1163,FUND_A,AAPL,SELL,500,190.503,USD,2026-06-15T16:01:00
1164,FUND_A,HSBA.L,SELL,200,6.7448,GBP,2026-06-15T10:58:00
1165,FUND_B,HSBA.L,BUY,1000,6.952,GBP,2026-06-15T14:48:00
1166,FUND_B,AAPL,BUY,1000,190.6367,USD,2026-06-15T13:55:00
1167,FUND_A,MSFT,SELL,500,413.362,USD,2026-06-16T10:16:00
1168,FUND_C,MSFT,SELL,250,428.356,USD,2026-06-16T09:42:00
1169,FUND_C,JPM,SELL,200,196.3993,USD,2026-06-16T15:08:00
1170,FUND_C,BARC.L,BUY,500,2.064,GBP,2026-06-16T09:01:00
1171,FUND_C,AAPL,BUY,250,183.7143,USD,2026-06-16T11:05:00
1172,FUND_B,NVDA,BUY,1000,123.0938,USD,2026-06-16T12:18:00
1173,FUND_B,AAPL,BUY,1000,194.3355,USD,2026-06-16T16:03:00
1174,FUND_A,BARC.L,BUY,250,2.1313,GBP,2026-06-16T11:16:00
1175,FUND_B,NVDA,SELL,500,114.6596,USD,2026-06-17T11:32:00
1176,FUND_C,AAPL,BUY,100,192.6009,USD,2026-06-17T15:04:00
1177,FUND_B,TM,SELL,100,2890.5121,JPY,2026-06-17T09:51:00
1178,FUND_A,BARC.L,SELL,200,2.114,GBP,2026-06-17T14:10:00
1179,FUND_B,TM,SELL,1000,2983.3887,JPY,2026-06-17T12:33:00
1180,FUND_B,SAP.DE,BUY,500,167.5947,EUR,2026-06-17T10:37:00
1181,FUND_C,BARC.L,SELL,500,2.175,GBP,2026-06-17T12:22:00
1182,FUND_C,NVDA,SELL,1000,118.6599,USD,2026-06-17T09:53:00
1183,FUND_A,TM,BUY,200,2983.5532,JPY,2026-06-17T15:14:00
1184,FUND_A,JPM,SELL,500,198.4264,USD,2026-06-17T10:58:00
1185,FUND_B,HSBA.L,BUY,500,6.5764,GBP,2026-06-17T13:54:00
1186,FUND_B,AAPL,BUY,500,193.7487,USD,2026-06-17T09:01:00
1187,FUND_C,HSBA.L,SELL,200,7.1021,GBP,2026-06-17T11:05:00
1188,FUND_A,SAP.DE,BUY,500,169.5564,EUR,2026-06-17T15:02:00
1189,FUND_C,BARC.L,SELL,1000,2.1848,GBP,2026-06-18T15:45:00
1190,FUND_C,BARC.L,BUY,1000,2.0289,GBP,2026-06-18T13:18:00
1191,FUND_A,BARC.L,SELL,100,2.0214,GBP,2026-06-18T11:54:00
1192,FUND_B,BARC.L,SELL,500,2.1831,GBP,2026-06-18T15:07:00
1193,FUND_B,HSBA.L,BUY,100,6.6479,GBP,2026-06-18T09:19:00
1194,FUND_A,MSFT,BUY,200,389.757,USD,2026-06-18T13:12:00
1195,FUND_C,NVDA,SELL,100,119.3175,USD,2026-06-18T12:03:00
1196,FUND_A,BARC.L,SELL,500,2.1404,GBP,2026-06-18T12:30:00
1197,FUND_C,HSBA.L,SELL,200,6.5773,GBP,2026-06-18T11:46:00
1198,FUND_C,MSFT,BUY,500,422.6547,USD,2026-06-18T12:14:00
1199,FUND_B,BARC.L,BUY,1000,2.0312,GBP,2026-06-18T15:33:00
1200,FUND_A,TM,SELL,100,2839.4867,JPY,2026-06-18T10:05:00
1201,FUND_C,JPM,SELL,200,194.8118,USD,2026-06-19T15:31:00
1202,FUND_B,BARC.L,BUY,500,2.1338,GBP,2026-06-19T11:49:00
1203,FUND_B,MSFT,BUY,250,418.1205,USD,2026-06-19T15:55:00
1204,FUND_C,HSBA.L,SELL,250,6.7213,GBP,2026-06-19T09:23:00
1205,FUND_A,AAPL,SELL,200,197.5759,USD,2026-06-19T11:37:00
1206,FUND_B,SAP.DE,SELL,250,167.2561,EUR,2026-06-19T11:11:00
1207,FUND_A,HSBA.L,SELL,200,6.8753,GBP,2026-06-19T15:22:00
1208,FUND_C,AAPL,SELL,500,185.8094,USD,2026-06-19T13:26:00
1209,FUND_B,NVDA,BUY,250,123.7634,USD,2026-06-19T11:44:00
1210,FUND_A,BARC.L,SELL,100,2.0042,GBP,2026-06-19T15:32:00
1211,FUND_B,BARC.L,BUY,1000,2.0302,GBP,2026-06-22T10:10:00
1212,FUND_C,JPM,BUY,1000,199.9854,USD,2026-06-22T15:19:00
1213,FUND_B,MSFT,BUY,1000,410.7466,USD,2026-06-22T12:32:00
1214,FUND_C,BARC.L,BUY,100,2.0723,GBP,2026-06-22T10:54:00
1215,FUND_A,JPM,BUY,500,196.143,USD,2026-06-22T11:33:00
1216,FUND_C,MSFT,SELL,250,407.8215,USD,2026-06-22T15:25:00
1217,FUND_A,HSBA.L,SELL,500,6.7424,GBP,2026-06-22T15:18:00
1218,FUND_B,MSFT,SELL,500,390.0382,USD,2026-06-22T13:26:00
1219,FUND_B,MSFT,BUY,100,389.5059,USD,2026-06-22T10:58:00
1220,FUND_C,SAP.DE,BUY,200,178.3588,EUR,2026-06-22T13:27:00
1221,FUND_C,JPM,SELL,500,195.2385,USD,2026-06-22T15:07:00
1222,FUND_B,AAPL,BUY,500,180.8647,USD,2026-06-22T15:39:00
1223,FUND_C,TM,BUY,100,3016.3568,JPY,2026-06-22T14:25:00
1224,FUND_B,NVDA,SELL,200,117.0156,USD,2026-06-22T16:13:00
1225,FUND_B,SAP.DE,BUY,250,166.5866,EUR,2026-06-23T15:46:00
1226,FUND_B,BARC.L,BUY,200,2.1955,GBP,2026-06-23T14:46:00
1227,FUND_B,BARC.L,SELL,500,2.0474,GBP,2026-06-23T14:39:00
1228,FUND_C,MSFT,SELL,500,414.7154,USD,2026-06-23T15:30:00
1229,FUND_C,TM,BUY,100,2934.8976,JPY,2026-06-23T13:28:00
1230,FUND_B,TM,SELL,1000,2820.4857,JPY,2026-06-23T16:04:00
1231,FUND_B,TM,SELL,1000,2957.2272,JPY,2026-06-23T13:25:00
1232,FUND_A,AAPL,SELL,200,194.5314,USD,2026-06-23T15:01:00
1233,FUND_A,BARC.L,SELL,200,1.9968,GBP,2026-06-23T14:35:00
1234,FUND_B,MSFT,SELL,250,410.7473,USD,2026-06-23T15:34:00
1235,FUND_C,JPM,SELL,100,193.2597,USD,2026-06-23T10:55:00
1236,FUND_B,SAP.DE,BUY,200,167.5997,EUR,2026-06-23T14:01:00
1237,FUND_B,JPM,SELL,1000,185.3994,USD,2026-06-23T13:44:00
1238,FUND_B,SAP.DE,BUY,1000,176.1241,EUR,2026-06-23T11:00:00
1239,FUND_A,JPM,BUY,100,198.9202,USD,2026-06-23T13:14:00
1240,FUND_B,MSFT,BUY,500,417.3035,USD,2026-06-23T11:18:00
1241,FUND_C,MSFT,SELL,250,399.22,USD,2026-06-23T09:30:00
1242,FUND_C,SAP.DE,BUY,250,173.6673,EUR,2026-06-23T10:54:00
1243,FUND_A,HSBA.L,SELL,500,7.054,GBP,2026-06-24T15:43:00
1244,FUND_C,BARC.L,SELL,500,2.1106,GBP,2026-06-24T13:47:00
1245,FUND_C,NVDA,BUY,1000,114.2037,USD,2026-06-24T11:41:00
1246,FUND_C,TM,SELL,500,3042.6762,JPY,2026-06-24T16:29:00
1247,FUND_A,BARC.L,BUY,250,2.0744,GBP,2026-06-24T09:17:00
1248,FUND_B,JPM,SELL,1000,202.0757,USD,2026-06-24T10:03:00
1249,FUND_B,SAP.DE,SELL,250,168.28,EUR,2026-06-24T16:18:00
1250,FUND_B,TM,SELL,200,2873.7639,JPY,2026-06-24T11:46:00
1251,FUND_C,NVDA,SELL,500,122.6911,USD,2026-06-24T16:41:00
1252,FUND_C,SAP.DE,BUY,1000,166.4911,EUR,2026-06-24T11:07:00
1253,FUND_A,HSBA.L,SELL,1000,6.8431,GBP,2026-06-24T16:12:00
1254,FUND_C,BARC.L,BUY,100,2.1936,GBP,2026-06-24T14:52:00
1255,FUND_B,BARC.L,SELL,250,2.1193,GBP,2026-06-24T15:54:00
1256,FUND_C,HSBA.L,SELL,1000,6.7387,GBP,2026-06-24T13:35:00
1257,FUND_C,SAP.DE,BUY,500,173.8039,EUR,2026-06-24T09:36:00
1258,FUND_B,HSBA.L,SELL,250,6.6707,GBP,2026-06-25T15:14:00
1259,FUND_A,SAP.DE,BUY,200,177.7119,EUR,2026-06-25T11:09:00
1260,FUND_A,AAPL,SELL,200,182.6556,USD,2026-06-25T16:39:00
1261,FUND_C,JPM,SELL,200,192.1626,USD,2026-06-25T12:19:00
1262,FUND_A,MSFT,BUY,1000,398.3626,USD,2026-06-25T12:38:00
1263,FUND_C,MSFT,SELL,200,420.8089,USD,2026-06-25T12:46:00
1264,FUND_A,JPM,SELL,500,202.0346,USD,2026-06-25T09:52:00
1265,FUND_C,TM,BUY,100,3005.0612,JPY,2026-06-25T14:22:00
1266,FUND_B,SAP.DE,BUY,500,175.5939,EUR,2026-06-25T15:10:00
1267,FUND_B,AAPL,SELL,100,192.9534,USD,2026-06-25T15:54:00
1268,FUND_B,MSFT,BUY,500,428.768,USD,2026-06-25T09:32:00
1269,FUND_B,BARC.L,SELL,1000,2.1029,GBP,2026-06-25T15:01:00
1270,FUND_A,TM,SELL,250,2769.762,JPY,2026-06-26T15:32:00
1271,FUND_B,SAP.DE,BUY,500,183.045,EUR,2026-06-26T14:21:00
1272,FUND_A,HSBA.L,SELL,100,6.992,GBP,2026-06-26T13:04:00
1273,FUND_B,TM,BUY,250,2829.7745,JPY,2026-06-26T09:00:00
1274,FUND_A,MSFT,BUY,100,428.936,USD,2026-06-26T09:07:00
1275,FUND_C,TM,BUY,1000,2826.1124,JPY,2026-06-26T09:40:00
1276,FUND_B,TM,SELL,200,2872.8525,JPY,2026-06-26T10:24:00
1277,FUND_C,MSFT,BUY,250,409.7881,USD,2026-06-26T09:50:00
1278,FUND_A,TM,SELL,100,2946.8307,JPY,2026-06-26T12:52:00
1279,FUND_B,HSBA.L,BUY,250,7.1042,GBP,2026-06-26T13:13:00
1280,FUND_B,NVDA,SELL,250,125.4759,USD,2026-06-26T10:49:00
1281,FUND_A,NVDA,SELL,500,125.3803,USD,2026-06-26T09:50:00
1282,FUND_B,BARC.L,BUY,500,2.0626,GBP,2026-06-29T10:34:00
1283,FUND_B,TM,SELL,250,2981.5646,JPY,2026-06-29T12:43:00
1284,FUND_C,HSBA.L,BUY,100,6.5928,GBP,2026-06-29T10:06:00
1285,FUND_A,AAPL,BUY,500,181.2107,USD,2026-06-29T15:37:00
1286,FUND_A,SAP.DE,SELL,250,178.0816,EUR,2026-06-29T12:05:00
1287,FUND_A,HSBA.L,SELL,100,6.4763,GBP,2026-06-29T15:17:00
1288,FUND_A,NVDA,BUY,200,123.8793,USD,2026-06-29T10:53:00
1289,FUND_C,HSBA.L,SELL,1000,6.7256,GBP,2026-06-29T15:40:00
1290,FUND_B,NVDA,SELL,200,124.8108,USD,2026-06-29T09:35:00
1291,FUND_A,NVDA,BUY,1000,119.6777,USD,2026-06-30T10:22:00
1292,FUND_C,HSBA.L,BUY,100,6.5768,GBP,2026-06-30T09:26:00
1293,FUND_A,MSFT,BUY,100,403.6123,USD,2026-06-30T11:24:00
1294,FUND_C,HSBA.L,BUY,100,6.8704,GBP,2026-06-30T16:04:00
1295,FUND_B,BARC.L,BUY,500,2.0231,GBP,2026-06-30T12:03:00
1296,FUND_B,SAP.DE,BUY,100,170.6118,EUR,2026-06-30T09:23:00
1297,FUND_C,JPM,SELL,1000,187.7576,USD,2026-06-30T10:58:00
1298,FUND_A,TM,BUY,1000,2813.5511,JPY,2026-06-30T16:03:00
1299,FUND_A,BARC.L,BUY,200,2.0813,GBP,2026-06-30T14:59:00
1300,FUND_C,AAPL,BUY,500,181.8737,USD,2026-06-30T13:37:00
1301,FUND_A,BARC.L,BUY,1000,1.9967,GBP,2026-06-30T12:06:00
1302,FUND_A,AAPL,BUY,200,194.3491,USD,2026-06-30T09:47:00
1303,FUND_A,JPM,SELL,200,191.718,USD,2026-06-30T11:46:00
1304,FUND_C,NVDA,SELL,100,124.1685,USD,2026-06-30T09:58:00
1305,FUND_B,BARC.L,SELL,100,2.1579,GBP,2026-06-30T16:59:00
1306,FUND_C,JPM,BUY,100,199.1129,USD,2026-06-30T10:47:00
1005,FUND_C,SAP.DE,SELL,100,168.9668,EUR,2026-06-01T09:16:00
1307,,NVDA,SELL,100,123.6252,USD,2026-06-01T13:13:00
